length	Evalue	attribute
5.4 	35	other
5.4 	29	other
7.0 	27	other
7.0 	35	other
7.0 	20	other
5.7 	34	other
5.7 	34	other
6.2 	56	other
6.2 	37	other
5.2 	84	other
6.6 	49	other
5.7 	36	other
9.8 	55	other
9.8 	35	other
58.4 	273	other
11.0 	47	other
5.6 	42	other
7.0 	36	other
7.0 	42	other
8.5 	155	other
7.9 	123	other
7.8 	54	other
5.4 	37	other
5.4 	31	other
188.4 	292	nifK
7.0 	49	other
5.1 	54	other
5.1 	35	other
5.1 	21	other
8.9 	40	other
39.4 	75	nifK
5.4 	45	other
6.6 	33	other
56.2 	268	other
7.7 	45	other
8.4 	51	other
190.2 	293	nifK
187.3 	293	other
5.4 	37	other
6.1 	39	other
6.1 	26	other
8.9 	61	other
8.9 	0	other
6.1 	68	other
8.2 	43	other
8.2 	28	other
8.7 	59	other
8.7 	0	other
6.1 	68	other
8.3 	45	other
8.3 	28	other
57.3 	262	other
6.4 	47	other
5.3 	41	other
6.9 	34	other
6.9 	77	other
6.9 	47	other
6.9 	54	other
6.1 	68	other
58.4 	274	other
6.6 	49	other
9.8 	55	other
9.8 	35	other
8.0 	123	other
7.0 	36	other
7.0 	42	other
5.6 	42	other
7.8 	54	other
5.1 	35	other
9.1 	171	other
11.0 	46	other
58.2 	274	other
6.6 	49	other
9.7 	48	other
11.0 	46	other
5.6 	42	other
7.1 	36	other
7.1 	42	other
8.5 	155	other
7.6 	55	other
8.4 	123	other
9.8 	55	other
9.8 	35	other
59.1 	263	other
5.8 	42	other
59.3 	263	other
6.2 	43	other
5.4 	37	other
5.4 	28	other
58.5 	263	other
58.6 	263	other
5.7 	46	other
5.7 	26	other
5.2 	30	other
59.1 	263	other
5.5 	45	other
58.5 	263	other
5.5 	37	other
5.5 	30	other
6.1 	43	other
59.5 	263	other
58.4 	263	other
5.5 	45	other
58.1 	263	other
57.6 	263	other
5.5 	37	other
5.5 	31	other
58.1 	247	other
5.5 	44	other
7.4 	46	other
7.4 	50	other
5.5 	35	other
5.5 	199	other
57.9 	262	other
5.9 	40	other
5.6 	47	other
58.1 	263	other
5.4 	39	other
5.4 	25	other
5.1 	30	other
5.1 	29	other
57.8 	263	other
5.8 	47	other
58.1 	263	other
5.9 	49	other
5.9 	28	other
58.2 	263	other
58.4 	263	other
6.2 	43	other
58.1 	263	other
57.8 	262	other
8.5 	45	other
8.5 	53	other
5.8 	42	other
59.3 	263	other
5.7 	42	other
5.7 	41	other
6.0 	43	other
60.1 	263	other
5.1 	44	other
58.1 	263	other
5.5 	43	other
5.4 	41	other
58.5 	263	other
5.5 	45	other
58.1 	263	other
59.5 	263	other
58.2 	263	other
5.6 	47	other
5.5 	45	other
57.3 	262	other
60.0 	263	other
6.1 	43	other
6.1 	42	other
59.5 	263	other
5.2 	38	other
58.1 	263	other
5.5 	45	other
58.5 	263	other
58.3 	262	other
5.5 	35	other
5.5 	201	other
5.4 	40	other
58.1 	263	other
59.4 	263	other
6.2 	43	other
6.0 	61	other
6.0 	33	other
8.3 	38	other
6.0 	60	other
6.0 	28	other
5.5 	39	other
7.1 	40	other
7.1 	46	other
56.0 	268	other
6.8 	58	other
5.8 	39	other
5.8 	40	other
6.1 	35	other
6.1 	21	other
6.1 	26	other
7.7 	43	other
7.7 	41	other
6.2 	34	other
6.2 	22	other
4.9 	39	other
7.4 	31	other
5.5 	32	other
7.0 	45	other
56.2 	273	other
8.7 	62	other
8.7 	41	other
7.2 	36	other
56.5 	262	other
8.1 	55	other
8.1 	45	other
5.1 	45	other
5.3 	31	other
5.3 	39	other
6.9 	49	other
6.9 	16	other
5.3 	31	other
5.5 	39	other
7.4 	41	other
58.2 	262	other
7.1 	58	other
5.7 	33	other
5.7 	32	other
8.8 	57	other
8.8 	112	other
5.9 	24	other
5.9 	38	other
5.9 	30	other
6.5 	42	other
8.1 	46	other
8.1 	45	other
55.9 	254	other
5.0 	39	other
6.3 	40	other
5.8 	34	other
8.0 	48	other
6.3 	43	other
6.3 	71	other
5.3 	42	other
56.3 	268	other
5.3 	45	other
6.1 	31	other
6.1 	23	other
6.7 	33	other
6.7 	22	other
5.2 	35	other
7.2 	48	other
56.6 	245	other
6.8 	37	other
6.8 	48	other
58.1 	262	other
5.4 	41	other
5.3 	33	other
6.7 	57	other
5.9 	43	other
5.5 	39	other
8.7 	74	other
182.3 	287	nifK
8.5 	44	other
10.4 	45	other
6.5 	37	other
6.5 	37	other
8.8 	44	other
8.8 	72	other
8.1 	46	other
7.5 	43	other
7.5 	47	other
6.5 	39	other
6.8 	45	other
8.0 	44	other
56.2 	272	other
5.6 	40	other
5.6 	31	other
10.4 	43	other
5.4 	35	other
5.4 	21	other
8.8 	67	other
10.6 	45	other
10.6 	43	other
10.6 	23	other
58.1 	262	other
5.7 	33	other
5.4 	41	other
5.7 	39	other
6.6 	34	other
6.8 	52	other
5.8 	44	other
57.1 	244	other
6.0 	36	other
6.0 	40	other
5.7 	41	other
8.1 	41	other
5.2 	46	other
6.1 	45	other
7.7 	35	other
8.0 	43	other
8.0 	20	other
7.7 	54	other
7.7 	210	other
55.9 	268	other
5.2 	37	other
5.2 	29	other
5.0 	39	other
5.6 	33	other
6.3 	41	other
7.0 	37	other
5.6 	38	other
7.7 	36	other
7.3 	47	other
7.3 	20	other
56.2 	273	other
5.7 	52	other
8.5 	62	other
8.5 	47	other
5.3 	33	other
5.3 	21	other
5.3 	28	other
7.4 	31	other
5.9 	60	other
56.6 	245	other
6.8 	37	other
6.8 	48	other
5.2 	38	other
8.6 	62	other
8.6 	41	other
7.7 	43	other
7.7 	41	other
56.2 	273	other
5.5 	32	other
9.2 	61	other
9.2 	107	other
8.8 	57	other
8.8 	106	other
9.2 	61	other
9.2 	107	other
9.9 	61	other
9.9 	23	other
7.3 	58	other
6.6 	59	other
9.9 	45	other
6.1 	38	other
6.1 	38	other
6.5 	42	other
189.9 	291	nifK
8.2 	36	other
7.0 	57	other
55.4 	268	other
6.0 	47	other
5.1 	47	other
6.4 	46	other
7.0 	44	other
7.0 	72	other
5.3 	45	other
59.5 	263	other
5.9 	42	other
5.5 	45	other
58.1 	263	other
5.1 	31	other
5.6 	45	other
5.6 	25	other
58.4 	263	other
58.9 	263	other
5.4 	44	other
5.3 	40	other
5.8 	47	other
58.1 	263	other
5.1 	39	other
58.5 	263	other
58.5 	263	other
5.4 	45	other
58.1 	263	other
5.1 	38	other
5.4 	32	other
5.4 	30	other
4.5 	84	other
4.5 	55	other
58.7 	263	other
5.1 	39	other
58.4 	263	other
5.5 	43	other
58.5 	263	other
5.9 	35	other
60.2 	263	other
5.1 	45	other
6.4 	45	other
58.1 	263	other
59.1 	263	other
59.3 	263	other
59.3 	263	other
58.5 	263	other
5.6 	37	other
6.1 	43	other
58.5 	263	other
5.4 	37	other
5.4 	31	other
5.0 	36	other
5.0 	29	other
58.5 	263	other
58.5 	263	other
5.4 	37	other
5.4 	28	other
53.7 	219	other
5.4 	37	other
58.3 	262	other
58.9 	263	other
5.7 	41	other
5.7 	51	other
5.5 	35	other
5.5 	28	other
58.3 	262	other
5.7 	47	other
5.7 	23	other
52.9 	186	other
5.0 	59	other
5.5 	46	other
57.9 	263	other
58.1 	263	other
5.5 	46	other
5.6 	41	other
5.5 	46	other
58.1 	263	other
58.4 	263	other
5.6 	45	other
5.6 	23	other
58.4 	263	other
5.3 	39	other
58.1 	263	other
5.4 	39	other
5.4 	25	other
58.5 	263	other
5.4 	45	other
5.3 	35	other
58.1 	263	other
57.3 	262	other
5.5 	46	other
58.1 	263	other
5.5 	46	other
58.1 	263	other
5.5 	45	other
5.5 	46	other
58.1 	263	other
58.1 	263	other
5.2 	34	other
58.6 	263	other
5.2 	38	other
5.2 	41	other
58.1 	263	other
5.2 	39	other
58.1 	263	other
5.5 	44	other
5.5 	45	other
58.1 	263	other
58.1 	263	other
5.5 	45	other
134.1 	273	nifK
5.0 	43	other
7.1 	50	other
186.5 	293	other
5.3 	37	other
5.3 	31	other
5.5 	47	other
8.2 	39	other
7.6 	45	other
6.9 	51	other
189.8 	292	nifK
6.6 	33	other
4.9 	55	other
4.9 	36	other
4.9 	20	other
5.4 	31	other
187.7 	292	nifK
6.0 	48	other
6.0 	37	other
56.2 	268	other
10.6 	46	other
10.6 	22	other
186.5 	293	other
4.9 	41	other
9.2 	59	other
8.2 	45	other
8.2 	52	other
8.1 	45	other
8.1 	47	other
6.3 	33	other
6.3 	55	other
5.1 	43	other
56.2 	270	other
11.1 	46	other
11.1 	32	other
6.6 	33	other
190.1 	293	nifK
6.7 	34	other
5.6 	34	other
5.6 	20	other
5.0 	37	other
5.0 	24	other
5.3 	31	other
5.3 	37	other
5.3 	30	other
5.3 	39	other
5.7 	30	other
5.7 	105	other
7.7 	45	other
9.2 	60	other
8.9 	74	other
5.8 	48	other
5.1 	27	other
5.6 	41	other
5.2 	42	other
185.9 	293	other
6.9 	38	other
6.9 	37	other
7.3 	59	other
6.6 	43	other
7.0 	36	other
7.0 	36	other
7.9 	43	other
7.9 	73	other
6.9 	34	other
6.9 	24	other
6.7 	53	other
187.2 	290	nifK
56.0 	268	other
190.4 	293	nifK
6.6 	52	other
6.2 	37	other
6.2 	33	other
5.8 	42	other
5.4 	37	other
5.4 	31	other
56.2 	268	other
6.6 	33	other
187.0 	293	other
7.6 	45	other
6.9 	41	other
189.7 	292	nifK
6.3 	32	other
188.8 	292	nifK
5.8 	48	other
8.3 	45	other
8.3 	50	other
6.9 	36	other
6.9 	36	other
6.8 	38	other
6.8 	37	other
6.9 	58	other
10.4 	34	other
10.4 	62	other
5.0 	36	other
5.4 	45	other
9.8 	45	other
7.8 	36	other
6.9 	47	other
55.4 	268	other
189.7 	291	nifK
6.0 	38	other
6.0 	38	other
6.9 	41	other
7.1 	44	other
7.1 	74	other
5.6 	44	other
5.6 	37	other
4.7 	41	other
4.7 	58	other
6.1 	52	other
56.2 	274	other
6.6 	32	other
188.9 	292	nifK
7.4 	43	other
5.1 	37	other
8.8 	56	other
8.8 	41	other
8.7 	64	other
5.6 	42	other
5.5 	35	other
58.2 	274	other
9.8 	55	other
9.8 	35	other
7.4 	36	other
7.4 	42	other
6.6 	49	other
9.7 	48	other
9.4 	123	other
10.9 	46	other
7.8 	54	other
8.7 	123	other
9.6 	43	other
9.6 	59	other
9.1 	171	other
9.7 	48	other
10.9 	46	other
5.6 	42	other
9.9 	55	other
9.9 	35	other
7.1 	36	other
7.1 	42	other
58.2 	274	other
6.6 	49	other
58.2 	274	other
9.7 	48	other
5.6 	42	other
5.5 	35	other
7.0 	36	other
7.0 	42	other
6.6 	49	other
8.2 	123	other
9.4 	56	other
9.9 	55	other
9.9 	35	other
11.0 	46	other
8.6 	155	other
11.0 	46	other
58.2 	273	other
9.8 	55	other
9.8 	35	other
8.4 	123	other
8.0 	73	other
6.6 	49	other
7.1 	36	other
7.1 	42	other
5.6 	42	other
7.7 	54	other
5.5 	35	other
5.6 	42	other
9.4 	55	other
9.4 	35	other
9.8 	49	other
7.1 	36	other
7.1 	42	other
6.6 	49	other
10.9 	46	other
9.1 	171	other
8.8 	64	other
58.4 	274	other
9.0 	123	other
189.6 	293	nifK
7.0 	49	other
5.4 	45	other
10.4 	46	other
188.1 	292	nifK
5.3 	37	other
5.3 	31	other
5.4 	45	other
5.4 	18	other
5.1 	80	other
5.1 	35	other
5.1 	21	other
6.6 	33	other
56.2 	268	other
7.0 	47	other
7.6 	45	other
8.4 	45	other
8.4 	53	other
5.8 	47	other
5.8 	36	other
6.8 	44	other
6.8 	81	other
5.2 	39	other
5.6 	43	other
8.0 	58	other
5.3 	42	other
28.4 	185	other
7.9 	38	other
7.9 	27	other
7.9 	36	other
180.5 	288	nifK
9.1 	57	other
9.1 	106	other
9.8 	57	other
9.8 	117	other
7.0 	58	other
6.1 	33	other
5.5 	39	other
10.3 	45	other
10.3 	23	other
5.5 	42	other
57.0 	261	other
7.1 	38	other
7.4 	41	other
7.9 	36	other
55.3 	275	other
189.1 	293	nifK
5.7 	45	other
7.1 	62	other
7.1 	30	other
9.3 	45	other
6.2 	41	other
7.0 	42	other
5.7 	41	other
6.6 	39	other
5.7 	45	other
7.0 	42	other
7.1 	62	other
7.1 	30	other
55.3 	275	other
5.7 	41	other
9.3 	45	other
189.1 	293	nifK
7.9 	36	other
6.2 	41	other
6.6 	39	other
5.7 	41	other
7.0 	42	other
7.9 	36	other
5.7 	45	other
9.3 	45	other
55.3 	275	other
6.6 	39	other
189.1 	293	nifK
7.1 	62	other
7.1 	30	other
8.7 	45	other
8.7 	103	other
6.9 	42	other
6.1 	61	other
56.1 	268	other
188.3 	291	nifK
7.8 	43	other
7.8 	42	other
6.0 	26	other
6.7 	41	other
189.4 	292	nifK
5.2 	37	other
10.1 	45	other
6.9 	51	other
6.9 	39	other
5.5 	40	other
5.5 	24	other
188.8 	293	nifK
5.7 	41	other
7.0 	42	other
55.3 	275	other
9.3 	45	other
7.1 	62	other
7.1 	30	other
6.2 	41	other
6.6 	39	other
7.9 	36	other
5.7 	45	other
32.7 	66	other
5.9 	42	other
7.9 	44	other
7.9 	84	other
7.6 	44	other
7.6 	81	other
77.0 	130	nifK
61.8 	92	nifK
5.3 	39	other
7.2 	40	other
7.2 	36	other
56.1 	269	other
6.6 	33	other
5.8 	36	other
5.8 	37	other
5.9 	34	other
183.5 	287	nifK
56.6 	273	other
6.3 	38	other
7.0 	63	other
13.0 	44	other
13.0 	19	other
13.0 	51	other
7.1 	61	other
6.7 	36	other
5.6 	45	other
5.2 	52	other
9.1 	41	other
8.1 	39	other
8.4 	43	other
8.4 	75	other
9.3 	47	other
5.2 	38	other
55.8 	268	other
9.0 	43	other
9.0 	50	other
5.6 	39	other
6.1 	32	other
5.9 	34	other
5.6 	45	other
13.0 	44	other
13.0 	19	other
13.0 	51	other
6.2 	35	other
56.6 	273	other
7.1 	61	other
6.3 	38	other
7.0 	63	other
6.7 	36	other
5.8 	36	other
5.8 	37	other
183.5 	287	nifK
54.5 	267	other
8.1 	44	other
8.1 	31	other
5.7 	43	other
5.1 	39	other
178.2 	287	nifK
6.6 	35	other
6.1 	34	other
6.6 	43	other
6.6 	103	other
5.8 	39	other
5.6 	34	other
5.6 	41	other
10.2 	45	other
7.3 	36	other
56.5 	267	other
5.8 	33	other
6.6 	36	other
5.6 	40	other
5.8 	43	other
9.0 	43	other
9.0 	105	other
9.9 	43	other
5.2 	32	other
5.2 	16	other
8.9 	47	other
8.0 	42	other
8.0 	77	other
55.7 	268	other
6.7 	39	other
5.5 	42	other
5.6 	35	other
5.6 	38	other
6.1 	38	other
5.3 	41	other
5.3 	36	other
5.4 	12	other
5.4 	29	other
8.5 	40	other
10.4 	45	other
10.4 	26	other
6.4 	31	other
9.0 	48	other
55.8 	268	other
6.0 	32	other
5.5 	39	other
8.3 	42	other
8.3 	75	other
8.9 	39	other
57.3 	252	other
6.2 	44	other
6.2 	34	other
6.2 	52	other
55.9 	269	other
5.6 	42	other
8.0 	39	other
8.0 	30	other
8.0 	15	other
7.0 	42	other
7.0 	20	other
8.1 	43	other
8.1 	53	other
7.1 	33	other
187.3 	290	nifK
8.3 	41	other
5.5 	34	other
5.6 	42	other
9.0 	123	other
10.9 	46	other
58.2 	274	other
7.1 	36	other
7.1 	42	other
9.8 	49	other
9.1 	171	other
6.6 	49	other
9.4 	56	other
9.8 	55	other
9.8 	35	other
55.1 	272	other
6.7 	79	other
9.7 	44	other
7.9 	41	other
7.9 	19	other
9.3 	41	other
5.9 	39	other
5.0 	82	other
7.7 	44	other
7.7 	23	other
7.7 	25	other
178.5 	286	nifK
7.7 	42	other
7.7 	75	other
8.0 	42	other
55.4 	273	other
5.5 	39	other
5.6 	54	other
179.3 	288	nifK
5.5 	39	other
56.5 	270	other
6.0 	31	other
5.2 	40	other
10.1 	45	other
7.0 	82	other
7.9 	38	other
7.9 	29	other
8.2 	43	other
8.2 	32	other
5.6 	54	other
10.1 	45	other
56.5 	270	other
6.0 	31	other
7.9 	38	other
7.9 	29	other
7.0 	82	other
5.5 	39	other
179.3 	288	nifK
6.8 	45	other
6.6 	49	other
5.6 	42	other
7.0 	36	other
7.0 	42	other
8.0 	73	other
8.4 	56	other
9.9 	55	other
9.9 	35	other
11.0 	46	other
5.5 	35	other
58.2 	274	other
10.4 	49	other
8.3 	123	other
7.5 	42	other
7.5 	20	other
5.1 	51	other
55.1 	272	other
5.5 	39	other
8.3 	47	other
8.3 	29	other
5.6 	37	other
5.6 	34	other
5.2 	40	other
5.0 	38	other
5.0 	14	other
6.0 	34	other
6.0 	25	other
6.3 	67	other
6.4 	46	other
6.8 	34	other
6.8 	76	other
5.8 	56	other
7.0 	34	other
7.0 	24	other
8.9 	57	other
8.9 	112	other
5.5 	39	other
10.5 	46	other
10.5 	21	other
5.4 	41	other
5.7 	33	other
58.0 	261	other
7.4 	57	other
8.5 	54	other
8.6 	38	other
8.6 	56	other
182.7 	287	nifK
8.4 	45	other
5.6 	43	other
7.2 	33	other
7.3 	61	other
6.4 	36	other
8.1 	45	other
8.1 	78	other
6.4 	59	other
188.3 	290	nifK
10.7 	46	other
10.7 	23	other
6.0 	37	other
6.0 	42	other
7.1 	59	other
56.6 	269	other
7.3 	36	other
5.9 	79	other
6.1 	47	other
189.5 	291	nifK
7.3 	61	other
6.1 	61	other
5.5 	40	other
5.5 	24	other
6.9 	51	other
6.9 	39	other
188.3 	291	nifK
5.2 	37	other
10.1 	45	other
6.9 	42	other
56.1 	268	other
7.8 	43	other
7.8 	42	other
6.7 	41	other
6.0 	26	other
189.4 	292	nifK
7.6 	42	other
5.7 	32	other
7.8 	39	other
8.9 	39	other
5.4 	39	other
7.6 	43	other
7.6 	75	other
56.0 	268	other
39.4 	75	nifK
8.9 	40	other
5.1 	54	other
5.1 	35	other
5.1 	21	other
7.0 	49	other
188.4 	292	nifK
5.4 	37	other
5.4 	31	other
190.2 	293	nifK
8.4 	51	other
7.7 	45	other
56.2 	268	other
6.6 	33	other
5.4 	45	other
187.3 	293	other
5.4 	37	other
6.1 	39	other
6.1 	26	other
7.6 	43	other
7.6 	72	other
7.5 	59	other
6.0 	45	other
5.9 	36	other
55.9 	268	other
6.5 	31	other
7.5 	34	other
190.6 	292	nifK
6.6 	36	other
6.6 	36	other
186.9 	293	other
10.4 	45	other
6.9 	49	other
188.2 	290	nifK
6.2 	43	other
5.2 	41	other
5.2 	43	other
6.6 	43	other
6.3 	33	other
6.3 	55	other
9.8 	62	other
5.0 	26	other
5.7 	45	other
5.2 	37	other
5.1 	40	other
5.0 	46	other
187.3 	290	nifK
6.0 	30	other
6.3 	37	other
6.3 	38	other
5.8 	44	other
55.7 	268	other
5.6 	33	other
5.6 	32	other
8.7 	40	other
8.7 	36	other
7.8 	44	other
7.8 	74	other
6.1 	31	other
8.1 	35	other
7.1 	59	other
5.4 	25	other
5.6 	39	other
5.2 	31	other
6.8 	43	other
5.9 	43	other
5.4 	26	other
9.7 	32	other
6.5 	31	other
8.1 	45	other
8.1 	74	other
5.1 	44	other
56.4 	268	other
11.0 	46	other
5.7 	37	other
5.7 	29	other
5.9 	33	other
81.6 	135	other
72.6 	107	nifK
18.4 	32	nifK
5.6 	46	other
185.0 	290	other
8.8 	47	other
8.8 	47	other
186.7 	293	other
6.9 	34	other
188.9 	291	nifK
6.7 	33	other
9.3 	53	other
56.5 	275	other
5.2 	37	other
96.7 	142	nifK
77.9 	133	other
6.2 	51	other
5.8 	31	other
7.8 	45	other
7.8 	75	other
8.2 	35	other
7.6 	43	other
7.6 	74	other
8.1 	48	other
5.9 	43	other
89.7 	151	nifK
98.4 	143	nifK
6.9 	31	other
6.9 	34	other
5.3 	38	other
187.8 	293	other
56.1 	271	other
7.0 	59	other
187.9 	289	nifK
6.6 	35	other
8.4 	38	other
7.0 	47	other
6.1 	42	other
55.8 	262	other
7.2 	44	other
8.1 	54	other
5.5 	39	other
55.9 	272	other
7.6 	52	other
7.6 	36	other
5.5 	37	other
5.2 	40	other
5.2 	18	other
6.5 	40	other
7.8 	37	other
187.2 	288	nifK
54.5 	268	other
8.7 	40	other
8.7 	29	other
7.8 	44	other
7.8 	37	other
8.2 	33	other
8.2 	36	other
6.0 	34	other
5.6 	39	other
5.7 	98	other
56.5 	277	other
8.6 	49	other
6.6 	31	other
5.4 	38	other
5.2 	38	other
5.4 	35	other
5.9 	43	other
186.9 	292	other
7.7 	44	other
7.7 	74	other
98.0 	144	nifK
78.9 	135	nifK
5.7 	43	other
10.3 	47	other
10.3 	22	other
6.5 	55	other
5.9 	34	other
5.9 	41	other
6.5 	31	other
56.0 	268	other
5.3 	51	other
5.3 	27	other
5.5 	39	other
5.3 	36	other
5.8 	32	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
6.3 	45	other
6.8 	35	other
6.4 	31	other
8.0 	45	other
8.0 	63	other
55.8 	268	other
6.3 	45	other
6.4 	31	other
8.0 	45	other
8.0 	63	other
11.1 	45	other
11.1 	22	other
6.8 	35	other
6.7 	55	other
6.7 	31	other
6.3 	45	other
55.8 	268	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
11.1 	45	other
11.1 	22	other
8.0 	45	other
8.0 	63	other
6.8 	35	other
6.8 	35	other
11.1 	45	other
11.1 	22	other
55.8 	268	other
6.4 	31	other
6.2 	45	other
5.5 	42	other
6.9 	34	other
6.9 	38	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
5.2 	34	other
5.7 	32	other
6.4 	31	other
5.7 	42	other
5.2 	34	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
7.0 	34	other
6.8 	56	other
6.8 	26	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
5.6 	42	other
7.4 	35	other
5.3 	34	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
5.7 	32	other
55.8 	268	other
5.2 	34	other
5.5 	42	other
6.9 	34	other
6.9 	38	other
10.3 	47	other
10.3 	22	other
5.8 	32	other
6.5 	31	other
56.0 	268	other
5.9 	34	other
5.9 	41	other
5.3 	36	other
5.6 	42	other
5.3 	51	other
5.3 	27	other
6.5 	55	other
6.8 	35	other
8.8 	49	other
6.7 	55	other
6.7 	31	other
5.5 	42	other
11.1 	45	other
11.1 	22	other
8.0 	45	other
8.0 	63	other
6.4 	31	other
6.5 	31	other
12.0 	47	other
12.0 	33	other
5.7 	34	other
6.7 	56	other
6.7 	29	other
7.9 	41	other
55.7 	268	other
6.0 	35	other
6.0 	38	other
5.6 	42	other
5.7 	32	other
5.2 	34	other
11.1 	45	other
11.1 	22	other
6.4 	31	other
6.7 	55	other
6.7 	31	other
5.3 	58	other
7.0 	34	other
5.6 	34	other
6.4 	31	other
7.6 	60	other
11.4 	45	other
11.4 	24	other
6.8 	35	other
55.8 	268	other
6.7 	55	other
6.7 	31	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
6.8 	35	other
5.5 	42	other
55.8 	268	other
8.8 	49	other
6.7 	55	other
6.7 	31	other
6.7 	55	other
6.7 	31	other
6.1 	55	other
10.9 	45	other
10.9 	21	other
6.4 	31	other
5.6 	34	other
55.8 	268	other
6.4 	31	other
11.1 	45	other
11.1 	22	other
6.7 	55	other
6.7 	31	other
55.8 	268	other
5.5 	42	other
6.0 	35	other
6.0 	38	other
6.5 	31	other
5.6 	42	other
5.7 	34	other
55.7 	268	other
12.0 	47	other
12.0 	33	other
7.9 	41	other
6.7 	56	other
6.7 	29	other
6.7 	31	other
6.6 	41	other
6.0 	46	other
188.6 	293	nifK
8.1 	45	other
8.1 	74	other
5.2 	37	other
5.2 	32	other
9.4 	39	other
80.5 	124	other
31.1 	48	nifK
57.8 	87	nifK
56.3 	268	other
7.6 	34	other
6.8 	52	other
8.6 	45	other
8.6 	49	other
8.0 	47	other
8.0 	56	other
8.2 	41	other
8.2 	25	other
8.2 	32	other
58.4 	274	other
8.8 	68	other
5.6 	42	other
5.1 	35	other
10.9 	46	other
6.6 	49	other
9.9 	55	other
9.9 	35	other
9.1 	171	other
9.0 	123	other
7.1 	36	other
7.1 	42	other
9.9 	50	other
189.9 	291	nifK
7.3 	58	other
6.0 	38	other
6.0 	38	other
6.5 	42	other
6.0 	47	other
7.0 	44	other
7.0 	73	other
55.4 	268	other
8.2 	36	other
7.0 	57	other
5.1 	45	other
5.3 	45	other
56.6 	262	other
6.6 	51	other
6.1 	42	other
56.4 	262	other
6.7 	51	other
6.1 	42	other
8.4 	57	other
8.4 	130	other
15.2 	61	other
15.2 	63	other
6.9 	33	other
5.0 	38	other
56.9 	244	other
5.4 	46	other
6.9 	33	other
56.9 	244	other
4.9 	33	other
6.9 	33	other
6.7 	45	other
6.8 	32	other
5.6 	38	other
6.1 	39	other
6.0 	34	other
7.3 	35	other
56.5 	267	other
6.0 	33	other
9.9 	43	other
7.4 	36	other
5.8 	39	other
6.6 	43	other
6.6 	103	other
5.7 	34	other
5.7 	42	other
8.0 	47	other
8.0 	44	other
8.0 	37	other
6.4 	31	other
55.9 	268	other
5.5 	38	other
5.5 	26	other
